w1 w2 cost
0.5778 2.4444 0.695952
0.5778 2.6222 0.674587
0.5778 2.8000 0.655470
0.5778 2.9778 0.638814
0.5778 3.1556 0.624807
0.5778 3.3333 0.613604
0.5778 3.5111 0.605328
0.5778 3.6889 0.600061
0.5778 3.8667 0.597848
0.5778 4.0444 0.598696
0.5778 4.2222 0.602578
0.5778 4.4000 0.609438
0.5778 4.5778 0.619190
0.5778 4.7556 0.631729
0.5778 4.9333 0.646933
0.5778 5.1111 0.664669
0.5778 5.2889 0.684794
0.5778 5.4667 0.707166
0.5778 5.6444 0.731639
0.5778 5.8222 0.758070
0.5778 6.0000 0.786322

0.7556 -2.0000 1.572991
0.7556 -1.8222 1.531422
0.7556 -1.6444 1.491124
0.7556 -1.4667 1.451922
0.7556 -1.2889 1.413659
0.7556 -1.1111 1.376191
0.7556 -0.9333 1.339399
0.7556 -0.7556 1.303182
0.7556 -0.5778 1.267460
0.7556 -0.4000 1.232171
0.7556 -0.2222 1.197272
0.7556 -0.0444 1.162736
0.7556 0.1333 1.128549
0.7556 0.3111 1.094715
0.7556 0.4889 1.061251
0.7556 0.6667 1.028190
0.7556 0.8444 0.995583
0.7556 1.0222 0.963500
0.7556 1.2000 0.932028
0.7556 1.3778 0.901281
0.7556 1.5556 0.871393
0.7556 1.7333 0.842522
0.7556 1.9111 0.814848
0.7556 2.0889 0.788571
0.7556 2.2667 0.763905
0.7556 2.4444 0.741070
0.7556 2.6222 0.720288
0.7556 2.8000 0.701772
0.7556 2.9778 0.685718
0.7556 3.1556 0.672297
0.7556 3.3333 0.661649
0.7556 3.5111 0.653879
0.7556 3.6889 0.649057
0.7556 3.8667 0.647220
0.7556 4.0444 0.648366
0.7556 4.2222 0.652466
0.7556 4.4000 0.659462
0.7556 4.5778 0.669273
0.7556 4.7556 0.681796
0.7556 4.9333 0.696915
0.7556 5.1111 0.714503
0.7556 5.2889 0.734425
0.7556 5.4667 0.756545
0.7556 5.6444 0.780724
0.7556 5.8222 0.806825
0.7556 6.0000 0.834718

0.9333 -2.0000 1.618801
0.9333 -1.8222 1.576511
0.9333 -1.6444 1.535574
0.9333 -1.4667 1.495819
0.9333 -1.2889 1.457085
0.9333 -1.1111 1.419226
0.9333 -0.9333 1.382116
0.9333 -0.7556 1.345645
0.9333 -0.5778 1.309728
0.9333 -0.4000 1.274296
0.9333 -0.2222 1.239300
0.9333 -0.0444 1.204710
0.9333 0.1333 1.170511
0.9333 0.3111 1.136703
0.9333 0.4889 1.103306
0.9333 0.6667 1.070354
0.9333 0.8444 1.037901
0.9333 1.0222 1.006019
0.9333 1.2000 0.974803
0.9333 1.3778 0.944370
0.9333 1.5556 0.914858
0.9333 1.7333 0.886429
0.9333 1.9111 0.859264
0.9333 2.0889 0.833560
0.9333 2.2667 0.809525
0.9333 2.4444 0.787370
0.9333 2.6222 0.767302
0.9333 2.8000 0.749519
0.9333 2.9778 0.734196
0.9333 3.1556 0.721485
0.9333 3.3333 0.711506
0.9333 3.5111 0.704348
0.9333 3.6889 0.700067
0.9333 3.8667 0.698686
0.9333 4.0444 0.700198
0.9333 4.2222 0.704569
0.9333 4.4000 0.711742
0.9333 4.5778 0.721637
0.9333 4.7556 0.734157
0.9333 4.9333 0.749193
0.9333 5.1111 0.766625
0.9333 5.2889 0.786327
0.9333 5.4667 0.808169
0.9333 5.6444 0.832021
0.9333 5.8222 0.857755
0.9333 6.0000 0.885247

1.1111 -2.0000 1.665645
1.1111 -1.8222 1.622525
1.1111 -1.6444 1.580846
1.1111 -1.4667 1.540440
1.1111 -1.2889 1.501148
1.1111 -1.1111 1.462820
1.1111 -0.9333 1.425324
1.1111 -0.7556 1.388545
1.1111 -0.5778 1.352389
1.1111 -0.4000 1.316781
1.1111 -0.2222 1.281668
1.1111 -0.0444 1.247012
1.1111 0.1333 1.212797
1.1111 0.3111 1.179024
1.1111 0.4889 1.145711
1.1111 0.6667 1.112895
1.1111 0.8444 1.080632
1.1111 1.0222 1.049001
1.1111 1.2000 1.018100
1.1111 1.3778 0.988050
1.1111 1.5556 0.958996
1.1111 1.7333 0.931101
1.1111 1.9111 0.904547
1.1111 2.0889 0.879525
1.1111 2.2667 0.856236
1.1111 2.4444 0.834878
1.1111 2.6222 0.815643
1.1111 2.8000 0.798707
1.1111 2.9778 0.784227
1.1111 3.1556 0.772331
1.1111 3.3333 0.763119
1.1111 3.5111 0.756662
1.1111 3.6889 0.752999
1.1111 3.8667 0.752141
1.1111 4.0444 0.754075
1.1111 4.2222 0.758763
1.1111 4.4000 0.766145
1.1111 4.5778 0.776147
1.1111 4.7556 0.788678
1.1111 4.9333 0.803634
1.1111 5.1111 0.820904
1.1111 5.2889 0.840372
1.1111 5.4667 0.861918
1.1111 5.6444 0.885419
1.1111 5.8222 0.910755
1.1111 6.0000 0.937811

1.2889 -2.0000 1.713574
1.2889 -1.8222 1.669526
1.2889 -1.6444 1.627006
1.2889 -1.4667 1.585855
1.2889 -1.2889 1.545915
1.2889 -1.1111 1.507039
1.2889 -0.9333 1.469087
1.2889 -0.7556 1.431941
1.2889 -0.5778 1.395498
1.2889 -0.4000 1.359679
1.2889 -0.2222 1.324422
1.2889 -0.0444 1.289687
1.2889 0.1333 1.255455
1.2889 0.3111 1.221724
1.2889 0.4889 1.188513
1.2889 0.6667 1.155861
1.2889 0.8444 1.123829
1.2889 1.0222 1.092499
1.2889 1.2000 1.061974
1.2889 1.3778 1.032381
1.2889 1.5556 1.003868
1.2889 1.7333 0.976599
1.2889 1.9111 0.950753
1.2889 2.0889 0.926517
1.2889 2.2667 0.904079
1.2889 2.4444 0.883624
1.2889 2.6222 0.865325
1.2889 2.8000 0.849337
1.2889 2.9778 0.835792
1.2889 3.1556 0.824797
1.2889 3.3333 0.816431
1.2889 3.5111 0.810744
1.2889 3.6889 0.807760
1.2889 3.8667 0.807479
1.2889 4.0444 0.809880
1.2889 4.2222 0.814920
1.2889 4.4000 0.822540
1.2889 4.5778 0.832668
1.2889 4.7556 0.845220
1.2889 4.9333 0.860100
1.2889 5.1111 0.877207
1.2889 5.2889 0.896432
1.2889 5.4667 0.917666
1.2889 5.6444 0.940797
1.2889 5.8222 0.965713
1.2889 6.0000 0.992306

1.4667 -2.0000 1.762646
1.4667 -1.8222 1.717581
1.4667 -1.6444 1.674128
1.4667 -1.4667 1.632141
1.4667 -1.2889 1.591467
1.4667 -1.1111 1.551960
1.4667 -0.9333 1.513481
1.4667 -0.7556 1.475904
1.4667 -0.5778 1.439124
1.4667 -0.4000 1.403053
1.4667 -0.2222 1.367625
1.4667 -0.0444 1.332796
1.4667 0.1333 1.298541
1.4667 0.3111 1.264860
1.4667 0.4889 1.231770
1.4667 0.6667 1.199314
1.4667 0.8444 1.167555
1.4667 1.0222 1.136579
1.4667 1.2000 1.106495
1.4667 1.3778 1.077434
1.4667 1.5556 1.049544
1.4667 1.7333 1.022991
1.4667 1.9111 0.997948
1.4667 2.0889 0.974594
1.4667 2.2667 0.953103
1.4667 2.4444 0.933644
1.4667 2.6222 0.916368
1.4667 2.8000 0.901408
1.4667 2.9778 0.888872
1.4667 3.1556 0.878845
1.4667 3.3333 0.871382
1.4667 3.5111 0.866517
1.4667 3.6889 0.864259
1.4667 3.8667 0.864594
1.4667 4.0444 0.867494
1.4667 4.2222 0.872913
1.4667 4.4000 0.880792
1.4667 4.5778 0.891063
1.4667 4.7556 0.903646
1.4667 4.9333 0.918454
1.4667 5.1111 0.935396
1.4667 5.2889 0.954373
1.4667 5.4667 0.975286
1.4667 5.6444 0.998033
1.4667 5.8222 1.022512
1.4667 6.0000 1.048622

1.6444 -2.0000 1.812919
1.6444 -1.8222 1.766759
1.6444 -1.6444 1.722292
1.6444 -1.4667 1.679383
1.6444 -1.2889 1.637891
1.6444 -1.1111 1.597674
1.6444 -0.9333 1.558592
1.6444 -0.7556 1.520520
1.6444 -0.5778 1.483348
1.6444 -0.4000 1.446982
1.6444 -0.2222 1.411353
1.6444 -0.0444 1.376411
1.6444 0.1333 1.342130
1.6444 0.3111 1.308505
1.6444 0.4889 1.275557
1.6444 0.6667 1.243329
1.6444 0.8444 1.211887
1.6444 1.0222 1.181322
1.6444 1.2000 1.151745
1.6444 1.3778 1.123290
1.6444 1.5556 1.096106
1.6444 1.7333 1.070354
1.6444 1.9111 1.046202
1.6444 2.0889 1.023815
1.6444 2.2667 1.003355
1.6444 2.4444 0.984968
1.6444 2.6222 0.968785
1.6444 2.8000 0.954915
1.6444 2.9778 0.943444
1.6444 3.1556 0.934431
1.6444 3.3333 0.927913
1.6444 3.5111 0.923905
1.6444 3.6889 0.922401
1.6444 3.8667 0.923378
1.6444 4.0444 0.926800
1.6444 4.2222 0.932617
1.6444 4.4000 0.940771
1.6444 4.5778 0.951195
1.6444 4.7556 0.963818
1.6444 4.9333 0.978560
1.6444 5.1111 0.995337
1.6444 5.2889 1.014064
1.6444 5.4667 1.034650
1.6444 5.6444 1.057004
1.6444 5.8222 1.081034
1.6444 6.0000 1.106649

1.8222 -2.0000 1.864450
1.8222 -1.8222 1.817129
1.8222 -1.6444 1.771575
1.8222 -1.4667 1.727669
1.8222 -1.2889 1.685281
1.8222 -1.1111 1.644275
1.8222 -0.9333 1.604519
1.8222 -0.7556 1.565886
1.8222 -0.5778 1.528265
1.8222 -0.4000 1.491560
1.8222 -0.2222 1.455696
1.8222 -0.0444 1.420621
1.8222 0.1333 1.386307
1.8222 0.3111 1.352747
1.8222 0.4889 1.319961
1.8222 0.6667 1.287995
1.8222 0.8444 1.256916
1.8222 1.0222 1.226818
1.8222 1.2000 1.197814
1.8222 1.3778 1.170039
1.8222 1.5556 1.143638
1.8222 1.7333 1.118767
1.8222 1.9111 1.095583
1.8222 2.0889 1.074239
1.8222 2.2667 1.054877
1.8222 2.4444 1.037624
1.8222 2.6222 1.022586
1.8222 2.8000 1.009851
1.8222 2.9778 0.999479
1.8222 3.1556 0.991510
1.8222 3.3333 0.985960
1.8222 3.5111 0.982828
1.8222 3.6889 0.982095
1.8222 3.8667 0.983728
1.8222 4.0444 0.987683
1.8222 4.2222 0.993909
1.8222 4.4000 1.002347
1.8222 4.5778 1.012934
1.8222 4.7556 1.025603
1.8222 4.9333 1.040283
1.8222 5.1111 1.056899
1.8222 5.2889 1.075376
1.8222 5.4667 1.095633
1.8222 5.6444 1.117590
1.8222 5.8222 1.141165
1.8222 6.0000 1.166276

2.0000 -2.0000 1.917288
2.0000 -1.8222 1.868757
2.0000 -1.6444 1.822058
2.0000 -1.4667 1.777088
2.0000 -1.2889 1.733733
2.0000 -1.1111 1.691868
2.0000 -0.9333 1.651367
2.0000 -0.7556 1.612109
2.0000 -0.5778 1.573982
2.0000 -0.4000 1.536891
2.0000 -0.2222 1.500759
2.0000 -0.0444 1.465531
2.0000 0.1333 1.431175
2.0000 0.3111 1.397686
2.0000 0.4889 1.365084
2.0000 0.6667 1.333412
2.0000 0.8444 1.302742
2.0000 1.0222 1.273167
2.0000 1.2000 1.244801
2.0000 1.3778 1.217773
2.0000 1.5556 1.192227
2.0000 1.7333 1.168308
2.0000 1.9111 1.146160
2.0000 2.0889 1.125919
2.0000 2.2667 1.107707
2.0000 2.4444 1.091631
2.0000 2.6222 1.077774
2.0000 2.8000 1.066199
2.0000 2.9778 1.056945
2.0000 3.1556 1.050032
2.0000 3.3333 1.045459
2.0000 3.5111 1.043208
2.0000 3.6889 1.043248
2.0000 3.8667 1.045539
2.0000 4.0444 1.050031
2.0000 4.2222 1.056669
2.0000 4.4000 1.065396
2.0000 4.5778 1.076151
2.0000 4.7556 1.088872
2.0000 4.9333 1.103496
2.0000 5.1111 1.119955
2.0000 5.2889 1.138185
2.0000 5.4667 1.158115
2.0000 5.6444 1.179674
2.0000 5.8222 1.202792
2.0000 6.0000 1.227395

